"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
0,0,"Córdoba","Sabadell","2ª",1973,38
0,1,"Cádiz","Murcia","2ª",1973,38
0,1,"Valencia B","Hércules","2ª",1973,38
2,0,"Valladolid","Tenerife","2ª",1973,38
2,0,"Sevilla","Cult. Leonesa","2ª",1973,38
1,0,"Elche","Gimn. Tarragona","2ª",1973,38
2,3,"Sant Andreu","Pontevedra","2ª",1973,38
2,2,"Barakaldo","Rayo Vallecano","2ª",1973,38
1,1,"Osasuna","Mallorca","2ª",1973,38
0,0,"Real Madrid","Castellón","1ª",1974,1
0,2,"Real Sociedad","Granada","1ª",1974,1
3,0,"Espanyol","Murcia","1ª",1974,1
2,1,"Celta","Ath. Bilbao","1ª",1974,1
1,1,"Rac. Santander","Zaragoza","1ª",1974,1
1,0,"Elche","Barcelona","1ª",1974,1
1,0,"Las Palmas","Málaga (C.D.)","1ª",1974,1
2,1,"Valencia","Oviedo","1ª",1974,1
0,3,"Sporting Gijón","At. Madrid","1ª",1974,1
3,2,"Castellón","Sporting Gijón","1ª",1974,2
1,1,"Granada","Real Madrid","1ª",1974,2
1,1,"Murcia","Real Sociedad","1ª",1974,2
1,0,"Ath. Bilbao","Espanyol","1ª",1974,2
2,1,"Zaragoza","Celta","1ª",1974,2
0,0,"Barcelona","Rac. Santander","1ª",1974,2
3,1,"Málaga (C.D.)","Elche","1ª",1974,2
1,0,"Oviedo","Las Palmas","1ª",1974,2
3,1,"At. Madrid","Valencia","1ª",1974,2
1,1,"Castellón","Granada","1ª",1974,3
1,1,"Real Madrid","Murcia","1ª",1974,3
2,1,"Real Sociedad","Ath. Bilbao","1ª",1974,3
3,1,"Espanyol","Zaragoza","1ª",1974,3
2,1,"Celta","Barcelona","1ª",1974,3
1,1,"Rac. Santander","Málaga (C.D.)","1ª",1974,3
1,1,"Elche","Oviedo","1ª",1974,3
1,0,"Las Palmas","At. Madrid","1ª",1974,3
1,2,"Sporting Gijón","Valencia","1ª",1974,3
1,0,"Granada","Sporting Gijón","1ª",1974,4
3,1,"Murcia","Castellón","1ª",1974,4
2,1,"Ath. Bilbao","Real Madrid","1ª",1974,4
0,0,"Zaragoza","Real Sociedad","1ª",1974,4
3,0,"Barcelona","Espanyol","1ª",1974,4
1,1,"Málaga (C.D.)","Celta","1ª",1974,4
2,1,"Oviedo","Rac. Santander","1ª",1974,4
2,1,"At. Madrid","Elche","1ª",1974,4
2,0,"Valencia","Las Palmas","1ª",1974,4
1,1,"Granada","Murcia","1ª",1974,5
0,0,"Castellón","Ath. Bilbao","1ª",1974,5
4,0,"Real Madrid","Zaragoza","1ª",1974,5
2,1,"Real Sociedad","Barcelona","1ª",1974,5
1,1,"Espanyol","Málaga (C.D.)","1ª",1974,5
5,1,"Celta","Oviedo","1ª",1974,5
2,1,"Rac. Santander","At. Madrid","1ª",1974,5
1,0,"Elche","Valencia","1ª",1974,5
1,0,"Sporting Gijón","Las Palmas","1ª",1974,5
2,1,"Murcia","Sporting Gijón","1ª",1974,6
1,0,"Ath. Bilbao","Granada","1ª",1974,6
3,2,"Zaragoza","Castellón","1ª",1974,6
0,0,"Barcelona","Real Madrid","1ª",1974,6
2,0,"Málaga (C.D.)","Real Sociedad","1ª",1974,6
1,0,"Oviedo","Espanyol","1ª",1974,6
2,0,"At. Madrid","Celta","1ª",1974,6
5,2,"Valencia","Rac. Santander","1ª",1974,6
3,1,"Las Palmas","Elche","1ª",1974,6
0,0,"Murcia","Ath. Bilbao","1ª",1974,7
1,2,"Granada","Zaragoza","1ª",1974,7
0,2,"Castellón","Barcelona","1ª",1974,7
0,0,"Real Madrid","Málaga (C.D.)","1ª",1974,7
2,0,"Real Sociedad","Oviedo","1ª",1974,7
1,0,"Espanyol","At. Madrid","1ª",1974,7
0,2,"Celta","Valencia","1ª",1974,7
1,0,"Rac. Santander","Las Palmas","1ª",1974,7
2,0,"Sporting Gijón","Elche","1ª",1974,7
2,3,"Ath. Bilbao","Sporting Gijón","1ª",1974,8
0,0,"Zaragoza","Murcia","1ª",1974,8
4,0,"Barcelona","Granada","1ª",1974,8
2,1,"Málaga (C.D.)","Castellón","1ª",1974,8
1,1,"Oviedo","Real Madrid","1ª",1974,8
5,1,"At. Madrid","Real Sociedad","1ª",1974,8
1,0,"Valencia","Espanyol","1ª",1974,8
1,0,"Las Palmas","Celta","1ª",1974,8
0,0,"Elche","Rac. Santander","1ª",1974,8
2,1,"Ath. Bilbao","Zaragoza","1ª",1974,9
2,2,"Murcia","Barcelona","1ª",1974,9
0,0,"Granada","Málaga (C.D.)","1ª",1974,9
2,0,"Castellón","Oviedo","1ª",1974,9
2,0,"Real Madrid","At. Madrid","1ª",1974,9
3,2,"Real Sociedad","Valencia","1ª",1974,9
2,0,"Espanyol","Las Palmas","1ª",1974,9
1,0,"Celta","Elche","1ª",1974,9
2,0,"Sporting Gijón","Rac. Santander","1ª",1974,9
3,0,"Zaragoza","Sporting Gijón","1ª",1974,10
2,0,"Barcelona","Ath. Bilbao","1ª",1974,10
1,0,"Málaga (C.D.)","Murcia","1ª",1974,10
3,0,"Oviedo","Granada","1ª",1974,10
0,0,"At. Madrid","Castellón","1ª",1974,10
1,0,"Valencia","Real Madrid","1ª",1974,10
1,0,"Las Palmas","Real Sociedad","1ª",1974,10
0,0,"Elche","Espanyol","1ª",1974,10
1,1,"Rac. Santander","Celta","1ª",1974,10
2,2,"Zaragoza","Barcelona","1ª",1974,11
1,0,"Ath. Bilbao","Málaga (C.D.)","1ª",1974,11
3,1,"Murcia","Oviedo","1ª",1974,11
1,0,"Granada","At. Madrid","1ª",1974,11
0,0,"Castellón","Valencia","1ª",1974,11
5,0,"Real Madrid","Las Palmas","1ª",1974,11
2,1,"Real Sociedad","Elche","1ª",1974,11
0,2,"Espanyol","Rac. Santander","1ª",1974,11
2,1,"Sporting Gijón","Celta","1ª",1974,11
5,1,"Barcelona","Sporting Gijón","1ª",1974,12
0,1,"Málaga (C.D.)","Zaragoza","1ª",1974,12
0,1,"Oviedo","Ath. Bilbao","1ª",1974,12
4,1,"At. Madrid","Murcia","1ª",1974,12
1,1,"Valencia","Granada","1ª",1974,12
2,0,"Las Palmas","Castellón","1ª",1974,12
1,0,"Elche","Real Madrid","1ª",1974,12
0,0,"Rac. Santander","Real Sociedad","1ª",1974,12
1,2,"Celta","Espanyol","1ª",1974,12
4,0,"Barcelona","Málaga (C.D.)","1ª",1974,13
4,2,"Zaragoza","Oviedo","1ª",1974,13
2,2,"Ath. Bilbao","At. Madrid","1ª",1974,13
1,0,"Murcia","Valencia","1ª",1974,13
2,1,"Granada","Las Palmas","1ª",1974,13
0,2,"Castellón","Elche","1ª",1974,13
3,2,"Real Madrid","Rac. Santander","1ª",1974,13
2,1,"Real Sociedad","Celta","1ª",1974,13
3,0,"Sporting Gijón","Espanyol","1ª",1974,13
2,0,"Málaga (C.D.)","Sporting Gijón","1ª",1974,14
1,3,"Oviedo","Barcelona","1ª",1974,14
0,0,"At. Madrid","Zaragoza","1ª",1974,14
0,1,"Valencia","Ath. Bilbao","1ª",1974,14
3,0,"Las Palmas","Murcia","1ª",1974,14
1,0,"Elche","Granada","1ª",1974,14
1,1,"Rac. Santander","Castellón","1ª",1974,14
2,1,"Celta","Real Madrid","1ª",1974,14
1,0,"Espanyol","Real Sociedad","1ª",1974,14
1,0,"Málaga (C.D.)","Oviedo","1ª",1974,15
2,1,"Barcelona","At. Madrid","1ª",1974,15
2,1,"Zaragoza","Valencia","1ª",1974,15
2,1,"Ath. Bilbao","Las Palmas","1ª",1974,15
0,1,"Murcia","Elche","1ª",1974,15
2,0,"Granada","Rac. Santander","1ª",1974,15
1,1,"Castellón","Celta","1ª",1974,15
2,1,"Real Madrid","Espanyol","1ª",1974,15
3,1,"Sporting Gijón","Real Sociedad","1ª",1974,15
0,3,"Sporting Gijón","Oviedo","1ª",1974,16
2,0,"At. Madrid","Málaga (C.D.)","1ª",1974,16
0,2,"Valencia","Barcelona","1ª",1974,16
1,0,"Las Palmas","Zaragoza","1ª",1974,16
0,0,"Elche","Ath. Bilbao","1ª",1974,16
2,0,"Rac. Santander","Murcia","1ª",1974,16
1,0,"Celta","Granada","1ª",1974,16
1,0,"Espanyol","Castellón","1ª",1974,16
2,2,"Real Sociedad","Real Madrid","1ª",1974,16
2,0,"Oviedo","At. Madrid","1ª",1974,17
1,0,"Málaga (C.D.)","Valencia","1ª",1974,17
3,0,"Barcelona","Las Palmas","1ª",1974,17
2,1,"Zaragoza","Elche","1ª",1974,17
3,1,"Ath. Bilbao","Rac. Santander","1ª",1974,17
2,2,"Murcia","Celta","1ª",1974,17
2,0,"Granada","Espanyol","1ª",1974,17
2,0,"Castellón","Real Sociedad","1ª",1974,17
2,2,"Real Madrid","Sporting Gijón","1ª",1974,17
2,0,"Castellón","Real Madrid","1ª",1974,18
2,1,"Granada","Real Sociedad","1ª",1974,18
1,0,"Murcia","Espanyol","1ª",1974,18
2,0,"Ath. Bilbao","Celta","1ª",1974,18
5,1,"Zaragoza","Rac. Santander","1ª",1974,18
2,0,"Barcelona","Elche","1ª",1974,18
1,0,"Málaga (C.D.)","Las Palmas","1ª",1974,18
1,2,"Oviedo","Valencia","1ª",1974,18
2,0,"At. Madrid","Sporting Gijón","1ª",1974,18
4,0,"Sporting Gijón","Castellón","1ª",1974,19
0,1,"Real Madrid","Granada","1ª",1974,19
2,1,"Real Sociedad","Murcia","1ª",1974,19
2,0,"Espanyol","Ath. Bilbao","1ª",1974,19
2,0,"Celta","Zaragoza","1ª",1974,19
1,3,"Rac. Santander","Barcelona","1ª",1974,19
0,1,"Elche","Málaga (C.D.)","1ª",1974,19
1,2,"Las Palmas","Oviedo","1ª",1974,19
0,1,"Valencia","At. Madrid","1ª",1974,19
2,0,"Granada","Castellón","1ª",1974,20
0,0,"Granada","Zaragoza","1ª",1973,1
3,1,"Barcelona","Dptivo. Coruña","1ª",1973,1
1,3,"At. Madrid","Valencia","1ª",1973,1
2,1,"Las Palmas","Oviedo","1ª",1973,1
1,0,"Sporting Gijón","Betis","1ª",1973,1
2,3,"Castellón","Real Madrid","1ª",1973,1
1,1,"Celta","Espanyol","1ª",1973,1
0,0,"Málaga (C.D.)","Ath. Bilbao","1ª",1973,1
1,0,"Burgos","Real Sociedad","1ª",1973,1
2,0,"Zaragoza","Burgos","1ª",1973,2
0,0,"Dptivo. Coruña","Granada","1ª",1973,2
0,1,"Valencia","Barcelona","1ª",1973,2
0,2,"Oviedo","At. Madrid","1ª",1973,2
0,2,"Betis","Las Palmas","1ª",1973,2
1,0,"Real Madrid","Sporting Gijón","1ª",1973,2
1,0,"Espanyol","Castellón","1ª",1973,2
1,1,"Ath. Bilbao","Celta","1ª",1973,2
1,1,"Real Sociedad","Málaga (C.D.)","1ª",1973,2
5,0,"Zaragoza","Dptivo. Coruña","1ª",1973,3
1,1,"Granada","Valencia","1ª",1973,3
3,1,"Barcelona","Oviedo","1ª",1973,3
2,1,"At. Madrid","Betis","1ª",1973,3
1,1,"Las Palmas","Real Madrid","1ª",1973,3
0,0,"Sporting Gijón","Espanyol","1ª",1973,3
1,4,"Castellón","Ath. Bilbao","1ª",1973,3
0,1,"Celta","Real Sociedad","1ª",1973,3
2,2,"Burgos","Málaga (C.D.)","1ª",1973,3
2,1,"Dptivo. Coruña","Burgos","1ª",1973,4
0,0,"Valencia","Zaragoza","1ª",1973,4
3,0,"Oviedo","Granada","1ª",1973,4
0,2,"Betis","Barcelona","1ª",1973,4
0,1,"Real Madrid","At. Madrid","1ª",1973,4
4,0,"Espanyol","Las Palmas","1ª",1973,4
2,0,"Ath. Bilbao","Sporting Gijón","1ª",1973,4
0,0,"Real Sociedad","Castellón","1ª",1973,4
1,0,"Málaga (C.D.)","Celta","1ª",1973,4
1,1,"Dptivo. Coruña","Valencia","1ª",1973,5
3,0,"Zaragoza","Oviedo","1ª",1973,5
0,0,"Granada","Betis","1ª",1973,5
1,0,"Barcelona","Real Madrid","1ª",1973,5
0,0,"At. Madrid","Espanyol","1ª",1973,5
1,0,"Las Palmas","Ath. Bilbao","1ª",1973,5
3,0,"Sporting Gijón","Real Sociedad","1ª",1973,5
1,0,"Castellón","Málaga (C.D.)","1ª",1973,5
0,0,"Burgos","Celta","1ª",1973,5
3,0,"Valencia","Burgos","1ª",1973,6
0,0,"Oviedo","Dptivo. Coruña","1ª",1973,6
1,1,"Betis","Zaragoza","1ª",1973,6
2,1,"Real Madrid","Granada","1ª",1973,6
1,1,"Espanyol","Barcelona","1ª",1973,6
1,0,"Ath. Bilbao","At. Madrid","1ª",1973,6
1,0,"Real Sociedad","Las Palmas","1ª",1973,6
1,0,"Málaga (C.D.)","Sporting Gijón","1ª",1973,6
2,0,"Celta","Castellón","1ª",1973,6
2,2,"Valencia","Oviedo","1ª",1973,7
2,0,"Dptivo. Coruña","Betis","1ª",1973,7
0,0,"Zaragoza","Real Madrid","1ª",1973,7
2,2,"Granada","Espanyol","1ª",1973,7
1,0,"Barcelona","Ath. Bilbao","1ª",1973,7
2,1,"At. Madrid","Real Sociedad","1ª",1973,7
1,3,"Las Palmas","Málaga (C.D.)","1ª",1973,7
3,1,"Sporting Gijón","Celta","1ª",1973,7
2,1,"Burgos","Castellón","1ª",1973,7
1,0,"Oviedo","Burgos","1ª",1973,8
0,0,"Betis","Valencia","1ª",1973,8
0,0,"Real Madrid","Dptivo. Coruña","1ª",1973,8
3,1,"Espanyol","Zaragoza","1ª",1973,8
0,1,"Ath. Bilbao","Granada","1ª",1973,8
2,0,"Real Sociedad","Barcelona","1ª",1973,8
0,1,"Málaga (C.D.)","At. Madrid","1ª",1973,8
3,1,"Celta","Las Palmas","1ª",1973,8
1,0,"Castellón","Sporting Gijón","1ª",1973,8
0,0,"Oviedo","Betis","1ª",1973,9
0,1,"Valencia","Real Madrid","1ª",1973,9
0,0,"Dptivo. Coruña","Espanyol","1ª",1973,9
3,2,"Zaragoza","Ath. Bilbao","1ª",1973,9
2,0,"Granada","Real Sociedad","1ª",1973,9
0,0,"Barcelona","Málaga (C.D.)","1ª",1973,9
5,1,"At. Madrid","Celta","1ª",1973,9
0,1,"Las Palmas","Castellón","1ª",1973,9
2,1,"Burgos","Sporting Gijón","1ª",1973,9
5,1,"Betis","Burgos","1ª",1973,10
3,0,"Real Madrid","Oviedo","1ª",1973,10
3,0,"Espanyol","Valencia","1ª",1973,10
3,0,"Ath. Bilbao","Dptivo. Coruña","1ª",1973,10
3,0,"Real Sociedad","Zaragoza","1ª",1973,10
3,0,"Málaga (C.D.)","Granada","1ª",1973,10
0,0,"Celta","Barcelona","1ª",1973,10
1,1,"Castellón","At. Madrid","1ª",1973,10
2,2,"Sporting Gijón","Las Palmas","1ª",1973,10
2,1,"Betis","Real Madrid","1ª",1973,11
1,2,"Oviedo","Espanyol","1ª",1973,11
4,1,"Valencia","Ath. Bilbao","1ª",1973,11
1,2,"Dptivo. Coruña","Real Sociedad","1ª",1973,11
1,1,"Zaragoza","Málaga (C.D.)","1ª",1973,11
1,0,"Granada","Celta","1ª",1973,11
3,1,"Barcelona","Castellón","1ª",1973,11
0,1,"At. Madrid","Sporting Gijón","1ª",1973,11
3,3,"Burgos","Las Palmas","1ª",1973,11
2,0,"Real Madrid","Burgos","1ª",1973,12
2,2,"Espanyol","Betis","1ª",1973,12
3,3,"Ath. Bilbao","Oviedo","1ª",1973,12
2,1,"Real Sociedad","Valencia","1ª",1973,12
4,1,"Málaga (C.D.)","Dptivo. Coruña","1ª",1973,12
1,2,"Celta","Zaragoza","1ª",1973,12
0,0,"Castellón","Granada","1ª",1973,12
1,1,"Sporting Gijón","Barcelona","1ª",1973,12
2,2,"Las Palmas","At. Madrid","1ª",1973,12
1,0,"Real Madrid","Espanyol","1ª",1973,13
0,0,"Betis","Ath. Bilbao","1ª",1973,13
1,1,"Oviedo","Real Sociedad","1ª",1973,13
2,1,"Valencia","Málaga (C.D.)","1ª",1973,13
1,0,"Dptivo. Coruña","Celta","1ª",1973,13
0,1,"Zaragoza","Castellón","1ª",1973,13
1,0,"Granada","Sporting Gijón","1ª",1973,13
3,1,"Barcelona","Las Palmas","1ª",1973,13
0,1,"Burgos","At. Madrid","1ª",1973,13
2,0,"Espanyol","Burgos","1ª",1973,14
2,1,"Ath. Bilbao","Real Madrid","1ª",1973,14
2,1,"Real Sociedad","Betis","1ª",1973,14
1,1,"Málaga (C.D.)","Oviedo","1ª",1973,14
1,0,"Celta","Valencia","1ª",1973,14
2,0,"Castellón","Dptivo. Coruña","1ª",1973,14
3,0,"Sporting Gijón","Zaragoza","1ª",1973,14
1,0,"Las Palmas","Granada","1ª",1973,14
2,0,"At. Madrid","Barcelona","1ª",1973,14
0,0,"Espanyol","Ath. Bilbao","1ª",1973,15
6,1,"Real Madrid","Real Sociedad","1ª",1973,15
0,1,"Betis","Málaga (C.D.)","1ª",1973,15
0,0,"Oviedo","Celta","1ª",1973,15
4,2,"Valencia","Castellón","1ª",1973,15
2,1,"Dptivo. Coruña","Sporting Gijón","1ª",1973,15
1,0,"Zaragoza","Las Palmas","1ª",1973,15
0,1,"Granada","At. Madrid","1ª",1973,15
0,0,"Burgos","Barcelona","1ª",1973,15
5,1,"Burgos","Ath. Bilbao","1ª",1973,16
4,1,"Real Sociedad","Espanyol","1ª",1973,16
1,0,"Málaga (C.D.)","Real Madrid","1ª",1973,16
0,0,"Celta","Betis","1ª",1973,16
2,0,"Castellón","Oviedo","1ª",1973,16
1,1,"Sporting Gijón","Valencia","1ª",1973,16
3,0,"Las Palmas","Dptivo. Coruña","1ª",1973,16
0,0,"At. Madrid","Zaragoza","1ª",1973,16
3,0,"Barcelona","Granada","1ª",1973,16
2,1,"Ath. Bilbao","Real Sociedad","1ª",1973,17
1,0,"Espanyol","Málaga (C.D.)","1ª",1973,17
1,0,"Real Madrid","Celta","1ª",1973,17
2,0,"Betis","Castellón","1ª",1973,17
1,0,"Oviedo","Sporting Gijón","1ª",1973,17
0,0,"Valencia","Las Palmas","1ª",1973,17
1,1,"Dptivo. Coruña","At. Madrid","1ª",1973,17
0,2,"Zaragoza","Barcelona","1ª",1973,17
2,0,"Granada","Burgos","1ª",1973,17
2,0,"Zaragoza","Granada","1ª",1973,18
0,1,"Dptivo. Coruña","Barcelona","1ª",1973,18
1,2,"Valencia","At. Madrid","1ª",1973,18
3,0,"Oviedo","Las Palmas","1ª",1973,18
2,0,"Betis","Sporting Gijón","1ª",1973,18
2,0,"Real Madrid","Castellón","1ª",1973,18
4,2,"Espanyol","Celta","1ª",1973,18
2,0,"Ath. Bilbao","Málaga (C.D.)","1ª",1973,18
5,1,"Real Sociedad","Burgos","1ª",1973,18
3,0,"Burgos","Zaragoza","1ª",1973,19
2,0,"Granada","Dptivo. Coruña","1ª",1973,19
0,0,"Barcelona","Valencia","1ª",1973,19
2,1,"At. Madrid","Oviedo","1ª",1973,19
2,0,"Las Palmas","Betis","1ª",1973,19
1,0,"Sporting Gijón","Real Madrid","1ª",1973,19
2,0,"Castellón","Espanyol","1ª",1973,19
1,0,"Celta","Ath. Bilbao","1ª",1973,19
3,0,"Málaga (C.D.)","Real Sociedad","1ª",1973,19
0,1,"Murcia","Real Madrid","1ª",1974,20
1,2,"Ath. Bilbao","Real Sociedad","1ª",1974,20
3,1,"Zaragoza","Espanyol","1ª",1974,20
5,2,"Barcelona","Celta","1ª",1974,20
3,0,"Málaga (C.D.)","Rac. Santander","1ª",1974,20
1,0,"Oviedo","Elche","1ª",1974,20
3,1,"At. Madrid","Las Palmas","1ª",1974,20
6,1,"Valencia","Sporting Gijón","1ª",1974,20
4,0,"Sporting Gijón","Granada","1ª",1974,21
1,0,"Castellón","Murcia","1ª",1974,21
1,0,"Real Madrid","Ath. Bilbao","1ª",1974,21
2,0,"Real Sociedad","Zaragoza","1ª",1974,21
0,0,"Espanyol","Barcelona","1ª",1974,21
5,1,"Celta","Málaga (C.D.)","1ª",1974,21
2,0,"Rac. Santander","Oviedo","1ª",1974,21
0,0,"Elche","At. Madrid","1ª",1974,21
0,0,"Las Palmas","Valencia","1ª",1974,21
0,0,"Murcia","Granada","1ª",1974,22
2,0,"Ath. Bilbao","Castellón","1ª",1974,22
2,1,"Zaragoza","Real Madrid","1ª",1974,22
4,1,"Barcelona","Real Sociedad","1ª",1974,22
1,1,"Málaga (C.D.)","Espanyol","1ª",1974,22
1,1,"Oviedo","Celta","1ª",1974,22
2,1,"At. Madrid","Rac. Santander","1ª",1974,22
2,0,"Valencia","Elche","1ª",1974,22
1,0,"Las Palmas","Sporting Gijón","1ª",1974,22
2,1,"Sporting Gijón","Murcia","1ª",1974,23
0,0,"Granada","Ath. Bilbao","1ª",1974,23
2,1,"Castellón","Zaragoza","1ª",1974,23
0,5,"Real Madrid","Barcelona","1ª",1974,23
1,1,"Real Sociedad","Málaga (C.D.)","1ª",1974,23
2,0,"Espanyol","Oviedo","1ª",1974,23
1,3,"Celta","At. Madrid","1ª",1974,23
0,1,"Rac. Santander","Valencia","1ª",1974,23
1,0,"Elche","Las Palmas","1ª",1974,23
3,0,"Ath. Bilbao","Murcia","1ª",1974,24
1,0,"Zaragoza","Granada","1ª",1974,24
5,0,"Barcelona","Castellón","1ª",1974,24
1,0,"Málaga (C.D.)","Real Madrid","1ª",1974,24
0,2,"Oviedo","Real Sociedad","1ª",1974,24
5,1,"At. Madrid","Espanyol","1ª",1974,24
0,0,"Valencia","Celta","1ª",1974,24
2,0,"Las Palmas","Rac. Santander","1ª",1974,24
1,0,"Elche","Sporting Gijón","1ª",1974,24
2,0,"Sporting Gijón","Ath. Bilbao","1ª",1974,25
1,0,"Murcia","Zaragoza","1ª",1974,25
1,1,"Granada","Barcelona","1ª",1974,25
1,0,"Castellón","Málaga (C.D.)","1ª",1974,25
2,0,"Real Madrid","Oviedo","1ª",1974,25
0,0,"Real Sociedad","At. Madrid","1ª",1974,25
1,0,"Espanyol","Valencia","1ª",1974,25
3,1,"Celta","Las Palmas","1ª",1974,25
2,1,"Rac. Santander","Elche","1ª",1974,25
3,0,"Zaragoza","Ath. Bilbao","1ª",1974,26
1,0,"Barcelona","Murcia","1ª",1974,26
1,1,"Málaga (C.D.)","Granada","1ª",1974,26
0,0,"Oviedo","Castellón","1ª",1974,26
0,2,"At. Madrid","Real Madrid","1ª",1974,26
1,2,"Valencia","Real Sociedad","1ª",1974,26
1,1,"Las Palmas","Espanyol","1ª",1974,26
2,0,"Elche","Celta","1ª",1974,26
3,3,"Rac. Santander","Sporting Gijón","1ª",1974,26
2,2,"Sporting Gijón","Zaragoza","1ª",1974,27
0,0,"Ath. Bilbao","Barcelona","1ª",1974,27
0,0,"Murcia","Málaga (C.D.)","1ª",1974,27
3,0,"Granada","Oviedo","1ª",1974,27
1,1,"Castellón","At. Madrid","1ª",1974,27
2,1,"Real Madrid","Valencia","1ª",1974,27
0,0,"Real Sociedad","Las Palmas","1ª",1974,27
1,1,"Espanyol","Elche","1ª",1974,27
1,0,"Celta","Rac. Santander","1ª",1974,27
2,0,"Barcelona","Zaragoza","1ª",1974,28
1,0,"Málaga (C.D.)","Ath. Bilbao","1ª",1974,28
0,1,"Oviedo","Murcia","1ª",1974,28
2,1,"At. Madrid","Granada","1ª",1974,28
3,0,"Valencia","Castellón","1ª",1974,28
1,0,"Las Palmas","Real Madrid","1ª",1974,28
1,2,"Elche","Real Sociedad","1ª",1974,28
1,1,"Rac. Santander","Espanyol","1ª",1974,28
1,0,"Celta","Sporting Gijón","1ª",1974,28
2,4,"Sporting Gijón","Barcelona","1ª",1974,29
3,1,"Zaragoza","Málaga (C.D.)","1ª",1974,29
2,0,"Ath. Bilbao","Oviedo","1ª",1974,29
1,0,"Murcia","At. Madrid","1ª",1974,29
2,2,"Granada","Valencia","1ª",1974,29
1,1,"Castellón","Las Palmas","1ª",1974,29
1,0,"Real Madrid","Elche","1ª",1974,29
4,1,"Real Sociedad","Rac. Santander","1ª",1974,29
1,0,"Espanyol","Celta","1ª",1974,29
0,0,"Málaga (C.D.)","Barcelona","1ª",1974,30
1,0,"Oviedo","Zaragoza","1ª",1974,30
1,0,"At. Madrid","Ath. Bilbao","1ª",1974,30
1,0,"Valencia","Murcia","1ª",1974,30
1,1,"Las Palmas","Granada","1ª",1974,30
1,0,"Elche","Castellón","1ª",1974,30
2,1,"Rac. Santander","Real Madrid","1ª",1974,30
3,0,"Celta","Real Sociedad","1ª",1974,30
3,0,"Espanyol","Sporting Gijón","1ª",1974,30
1,0,"Sporting Gijón","Málaga (C.D.)","1ª",1974,31
6,2,"Barcelona","Oviedo","1ª",1974,31
4,0,"Zaragoza","At. Madrid","1ª",1974,31
1,0,"Ath. Bilbao","Valencia","1ª",1974,31
0,1,"Murcia","Las Palmas","1ª",1974,31
2,1,"Granada","Elche","1ª",1974,31
1,1,"Castellón","Rac. Santander","1ª",1974,31
6,1,"Real Madrid","Celta","1ª",1974,31
3,0,"Real Sociedad","Espanyol","1ª",1974,31
1,1,"Oviedo","Málaga (C.D.)","1ª",1974,32
2,0,"At. Madrid","Barcelona","1ª",1974,32
0,0,"Valencia","Zaragoza","1ª",1974,32
1,0,"Las Palmas","Ath. Bilbao","1ª",1974,32
1,0,"Elche","Murcia","1ª",1974,32
2,0,"Rac. Santander","Granada","1ª",1974,32
0,1,"Celta","Castellón","1ª",1974,32
1,0,"Espanyol","Real Madrid","1ª",1974,32
2,1,"Real Sociedad","Sporting Gijón","1ª",1974,32
0,0,"Oviedo","Sporting Gijón","1ª",1974,33
1,2,"Málaga (C.D.)","At. Madrid","1ª",1974,33
1,0,"Barcelona","Valencia","1ª",1974,33
2,0,"Zaragoza","Las Palmas","1ª",1974,33
2,1,"Ath. Bilbao","Elche","1ª",1974,33
2,0,"Murcia","Rac. Santander","1ª",1974,33
2,1,"Granada","Celta","1ª",1974,33
3,2,"Castellón","Espanyol","1ª",1974,33
3,1,"Real Madrid","Real Sociedad","1ª",1974,33
1,0,"At. Madrid","Oviedo","1ª",1974,34
2,2,"Valencia","Málaga (C.D.)","1ª",1974,34
1,0,"Las Palmas","Barcelona","1ª",1974,34
1,1,"Elche","Zaragoza","1ª",1974,34
2,2,"Rac. Santander","Ath. Bilbao","1ª",1974,34
0,2,"Celta","Murcia","1ª",1974,34
1,1,"Espanyol","Granada","1ª",1974,34
3,1,"Real Sociedad","Castellón","1ª",1974,34
4,3,"Sporting Gijón","Real Madrid","1ª",1974,34
2,0,"Sevilla","Levante","2ª",1974,1
3,0,"Tenerife","Cádiz","2ª",1974,1
3,1,"Valladolid","Hércules","2ª",1974,1
1,1,"Osasuna","Sabadell","2ª",1974,1
2,0,"Córdoba","Dptivo. Coruña","2ª",1974,1
2,1,"Barakaldo","Ourense","2ª",1974,1
2,0,"Rayo Vallecano","Burgos","2ª",1974,1
0,1,"Mallorca","Salamanca","2ª",1974,1
2,1,"Sant Andreu","Gimn. Tarragona","2ª",1974,1
0,1,"Linares","Betis","2ª",1974,1
1,0,"Levante","Linares","2ª",1974,2
3,0,"Cádiz","Sevilla","2ª",1974,2
3,1,"Hércules","Tenerife","2ª",1974,2
4,3,"Sabadell","Valladolid","2ª",1974,2
1,1,"Dptivo. Coruña","Osasuna","2ª",1974,2
2,1,"Ourense","Córdoba","2ª",1974,2
1,1,"Burgos","Barakaldo","2ª",1974,2
1,0,"Salamanca","Rayo Vallecano","2ª",1974,2
1,1,"Gimn. Tarragona","Mallorca","2ª",1974,2
1,1,"Betis","Sant Andreu","2ª",1974,2
0,1,"Levante","Cádiz","2ª",1974,3
4,2,"Sevilla","Hércules","2ª",1974,3
1,0,"Tenerife","Sabadell","2ª",1974,3
2,0,"Valladolid","Dptivo. Coruña","2ª",1974,3
